0.00E+00	0
3.15E-02	8.29E-03
8.41E-02	1.49E-02
1.30E-01	2.16E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
1.71E-01	2.82E-02
2.13E-01	3.49E-02
2.52E-01	4.15E-02
2.89E-01	4.82E-02
3.23E-01	5.48E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.56E-01	6.14E-02
3.90E-01	6.81E-02
4.23E-01	7.47E-02
4.55E-01	8.14E-02
4.86E-01	8.80E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.17E-01	9.47E-02
5.47E-01	1.01E-01
5.78E-01	1.08E-01
6.08E-01	1.15E-01
6.37E-01	1.21E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.67E-01	1.28E-01
6.97E-01	1.35E-01
7.27E-01	1.41E-01
7.57E-01	1.48E-01
7.86E-01	1.54E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.16E-01	1.61E-01
8.49E-01	1.68E-01
8.77E-01	1.74E-01
9.06E-01	1.81E-01
9.34E-01	1.88E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.62E-01	1.94E-01
9.86E-01	2.01E-01
1.02E+00	2.08E-01
1.05E+00	2.14E-01
1.08E+00	2.21E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.11E+00	2.28E-01
1.14E+00	2.34E-01
1.18E+00	2.41E-01
1.21E+00	2.47E-01
1.24E+00	2.54E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.28E+00	2.61E-01
1.32E+00	2.67E-01
1.36E+00	2.74E-01
1.40E+00	2.81E-01
1.44E+00	2.87E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.48E+00	2.94E-01
1.49E+00	2.94E-01
1.49E+00	2.95E-01
1.49E+00	2.95E-01
1.49E+00	2.95E-01
1.49E+00	2.96E-01
1.49E+00	2.96E-01
1.49E+00	2.96E-01
1.50E+00	2.97E-01
1.50E+00	2.97E-01
1.50E+00	2.97E-01
1.50E+00	2.98E-01
1.50E+00	2.98E-01
1.50E+00	2.98E-01
1.50E+00	2.99E-01
1.51E+00	2.99E-01
1.51E+00	2.99E-01
1.51E+00	3.00E-01
1.51E+00	3.00E-01
1.51E+00	3.00E-01
1.52E+00	3.01E-01
1.52E+00	3.01E-01
1.52E+00	3.01E-01
1.52E+00	3.02E-01
1.52E+00	3.02E-01
1.52E+00	3.02E-01
1.52E+00	3.03E-01
1.53E+00	3.03E-01
1.53E+00	3.03E-01
1.53E+00	3.04E-01
1.53E+00	3.04E-01
1.53E+00	3.04E-01
1.53E+00	3.05E-01
1.53E+00	3.05E-01
1.54E+00	3.05E-01
1.54E+00	3.06E-01
1.54E+00	3.06E-01
1.54E+00	3.06E-01
1.54E+00	3.07E-01
1.54E+00	3.07E-01
1.55E+00	3.07E-01
1.55E+00	3.08E-01
1.55E+00	3.08E-01
1.55E+00	3.08E-01
1.55E+00	3.09E-01
1.55E+00	3.09E-01
1.56E+00	3.09E-01
1.56E+00	3.10E-01
1.56E+00	3.10E-01
1.56E+00	3.10E-01
1.56E+00	3.11E-01
1.56E+00	3.11E-01
1.57E+00	3.11E-01
1.57E+00	3.12E-01
1.57E+00	3.12E-01
1.57E+00	3.12E-01
1.57E+00	3.13E-01
1.57E+00	3.13E-01
1.58E+00	3.13E-01
1.58E+00	3.14E-01
1.58E+00	3.14E-01
1.58E+00	3.14E-01
1.58E+00	3.15E-01
1.58E+00	3.15E-01
1.59E+00	3.15E-01
1.59E+00	3.16E-01
1.59E+00	3.16E-01
1.59E+00	3.16E-01
1.59E+00	3.17E-01
1.59E+00	3.17E-01
1.59E+00	3.17E-01
1.60E+00	3.18E-01
1.60E+00	3.18E-01
1.60E+00	3.18E-01
1.60E+00	3.19E-01
1.60E+00	3.19E-01
1.60E+00	3.19E-01
1.61E+00	3.20E-01
1.61E+00	3.20E-01
1.61E+00	3.20E-01
1.61E+00	3.21E-01
1.61E+00	3.21E-01
1.61E+00	3.21E-01
1.62E+00	3.22E-01
1.62E+00	3.22E-01
1.62E+00	3.22E-01
1.62E+00	3.23E-01
1.62E+00	3.23E-01
1.62E+00	3.23E-01
1.63E+00	3.24E-01
1.63E+00	3.24E-01
1.63E+00	3.24E-01
1.63E+00	3.25E-01
1.63E+00	3.25E-01
1.63E+00	3.25E-01
1.64E+00	3.26E-01
1.64E+00	3.26E-01
1.64E+00	3.26E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.64E+00	3.27E-01
1.69E+00	3.34E-01
1.74E+00	3.40E-01
1.79E+00	3.47E-01
1.85E+00	3.54E-01
1.93E+00	3.60E-01
1.93E+00	3.60E-01
1.93E+00	3.60E-01
1.93E+00	3.60E-01
1.93E+00	3.60E-01
1.93E+00	3.60E-01
1.93E+00	3.60E-01
1.93E+00	3.60E-01
1.93E+00	3.60E-01
1.93E+00	3.60E-01
1.93E+00	3.60E-01
1.93E+00	3.60E-01
