0.00E+00	0.00E+00
8.04E-02	6.64E-03
1.27E-01	1.33E-02
1.68E-01	1.99E-02
2.05E-01	2.66E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.39E-01	3.32E-02
2.70E-01	3.99E-02
3.00E-01	4.65E-02
3.29E-01	5.32E-02
3.58E-01	5.98E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
3.86E-01	6.64E-02
4.17E-01	7.31E-02
4.48E-01	7.97E-02
4.80E-01	8.64E-02
5.11E-01	9.30E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.41E-01	9.97E-02
5.87E-01	1.06E-01
6.19E-01	1.13E-01
6.52E-01	1.20E-01
6.85E-01	1.26E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.18E-01	1.33E-01
7.34E-01	1.40E-01
7.77E-01	1.46E-01
8.18E-01	1.53E-01
8.62E-01	1.59E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.07E-01	1.66E-01
9.57E-01	1.73E-01
1.01E+00	1.79E-01
1.07E+00	1.86E-01
1.14E+00	1.93E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.22E+00	1.99E-01
1.44E+00	2.06E-01
1.58E+00	2.13E-01
1.60E+00	2.13E-01
